pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
SL,2024-09-25,88.8,-1.36,5.85,"Cease, Dylan",571970,656302,field_out,hit_into_play,,,,,8,"Max Muncy grounds out, shortstop Xander Bogaerts to first baseman Donovan Solano.",R,L,R,LAD,SD,X,6,ground_ball,1,2,2024,0.26,0.14,-0.26,1.55,,,,2,5,Bot,119.7,142.65,,,,,2.1543928815745312,-129.32570462463946,-4.77296141676988,2.475064429436106,27.58288077618778,-29.84640315881043,3.04,1.52,12,99.6,-6,88.7,2771,6.2,746095,553869,456781,630105,592518,593428,595777,701538,665487,54.3,0.289,0.259,0.0,1,0,0,2,44,4,Slider,3,3,3,3,3,3,3,3,Infield shade,Standard,61,-0.015,-0.18,67.5,6.5,0.318,0.18,99.6,0,0,0.5148917991767391,0.5148917991767391,28,33,29,34,3,2,7,1,10,1,2.75,-0.26,0.26,48.4,2.227332334914359,22.80793273159491,40.68502163199074,38.994494833083714,23.04817463977757
SL,2024-09-25,88.8,-1.4,5.9,"Cease, Dylan",571970,656302,,swinging_strike,,,,,7,Swinging Strike,R,L,R,LAD,SD,S,,,1,1,2024,0.12,0.15,-0.72,1.45,,,,2,5,Bot,,,,,,,1.4186803611743863,-129.30570506472506,-5.190868901151894,1.105428989504333,25.898865389861136,-29.65029166869541,3.04,1.52,,,,88.8,2762,6.2,746095,553869,456781,630105,592518,593428,595777,701538,665487,54.31,,,,,,,,44,3,Slider,3,3,3,3,3,3,3,3,Infield shade,Standard,82,-0.001,-0.064,70.4,8.5,,0.064,,0,0,0.5148917991767391,0.5148917991767391,28,33,29,34,3,2,7,1,10,1,2.73,-0.12,0.12,47.1,31.84622714401303,-40.467339455302834,34.26054982158934,45.44784083495736,59.86326619803481
SL,2024-09-25,88.9,-1.17,5.9,"Cease, Dylan",571970,656302,,swinging_strike,,,,,13,Swinging Strike,R,L,R,LAD,SD,S,,,1,0,2024,0.16,0.2,-0.5,0.92,,,,2,5,Bot,,,,,,,1.2981072039978248,-129.37669301041885,-6.604195168364417,1.5235241053526327,25.604874362310643,-28.813085237077026,3.04,1.52,,,,88.9,2515,6.2,746095,553869,456781,630105,592518,593428,595777,701538,665487,54.34,,,,,,,,44,2,Slider,3,3,3,3,3,3,3,3,Infield shade,Standard,97,-0.001,-0.051,69.6,8.4,,0.051,,0,0,0.5148917991767391,0.5148917991767391,28,33,29,34,3,2,7,1,10,1,2.67,-0.16,0.16,48.1,35.10019683617001,-33.792806971667,36.9649824698438,42.43970803213542,56.888294753967
SL,2024-09-25,88.7,-1.36,5.89,"Cease, Dylan",571970,656302,,ball,,,,,14,Ball,R,L,R,LAD,SD,B,,,0,0,2024,0.27,0.05,0.46,0.61,,,,2,5,Bot,,,,,,,3.879363553035367,-128.94206609943006,-6.9015851071195335,2.196739344554086,27.771830671093387,-30.302956035901648,2.94,1.45,,,,88.3,2686,6.1,746095,553869,456781,630105,592518,593428,595777,701538,665487,54.35,,,,,,,,44,1,Slider,3,3,3,3,3,3,3,3,Infield shade,Standard,75,-0.001,0.04,,,,-0.04,,0,0,0.5148917991767391,0.5148917991767391,28,33,29,34,3,2,7,1,10,1,2.86,-0.27,0.27,46.8,,,,,
SL,2024-09-25,89.4,-0.97,5.97,"Cease, Dylan",606192,656302,field_out,hit_into_play,,,,,6,Teoscar Hernández grounds out softly to first baseman Donovan Solano.,R,R,R,LAD,SD,X,3,ground_ball,3,2,2024,0.09,0.38,0.28,2.55,,,,1,5,Bot,140.1,187.8,,,,,2.877628272505205,-130.21495224765368,-3.235463868055173,0.4632014275992664,27.000328909406356,-27.38423458598092,3.51,1.64,3,52.0,-44,89.8,2596,6.5,746095,553869,456781,630105,592518,593428,595777,701538,665487,54.03,0.206,0.228,0.0,1,0,0,1,43,6,Slider,3,3,3,3,3,3,3,3,Standard,Standard,127,-0.023,-0.332,75.2,8.4,0.206,0.332,88.0,0,0,0.5371079487827629,0.5371079487827629,28,31,29,32,3,2,7,1,10,1,2.46,-0.09,-0.09,51.3,17.08473065406663,-17.559136012838223,29.292575725158176,41.02760295509705,37.08984477465303
SL,2024-09-25,89.5,-1.02,5.98,"Cease, Dylan",606192,656302,,foul,,,,,14,Foul,R,R,R,LAD,SD,S,,,3,1,2024,0.15,0.21,0.9,2.27,,,,1,5,Bot,,,,,,,4.41823233091674,-130.3147591417694,-3.666794075966564,0.9094340264427072,25.312693197613285,-29.21640705421349,3.51,1.64,12,73.9,-10,90.0,2729,6.4,746095,553869,456781,630105,592518,593428,595777,701538,665487,54.11,,,,,,,,43,5,Slider,3,3,3,3,3,3,3,3,Standard,Standard,125,-0.001,-0.092,74.7,8.6,,0.092,88.0,0,0,0.5371079487827629,0.5371079487827629,28,31,29,32,3,2,7,1,10,1,2.61,-0.15,-0.15,52.0,12.444092280215528,-4.123474179977592,31.583356708280164,49.33267454089515,32.21293808906128
FF,2024-09-25,97.0,-0.88,5.96,"Cease, Dylan",606192,656302,,ball,,,,,14,Ball,R,R,R,LAD,SD,B,,,2,1,2024,-0.35,1.41,0.91,1.78,,,,1,5,Bot,,,,,,,5.6162381292776855,-141.06712056796442,-8.936489178872213,-5.827167417315214,28.296585359913504,-11.52092572430329,3.47,1.69,,,,97.6,2632,6.4,746095,553869,456781,630105,592518,593428,595777,701538,665487,54.09,,,,,,,,43,4,4-Seam Fastball,3,3,3,3,3,3,3,3,Standard,Standard,196,-0.001,0.122,,,,-0.122,,0,0,0.5371079487827629,0.5371079487827629,28,31,29,32,3,2,7,1,10,1,0.99,0.35,0.35,54.5,,,,,
FF,2024-09-25,97.0,-0.78,6.18,"Cease, Dylan",606192,656302,,ball,,,,,14,Ball,R,R,R,LAD,SD,B,,,1,1,2024,-0.26,1.26,1.27,2.55,,,,1,5,Bot,,,,,,,6.088612903717274,-141.19416947149875,-7.123014181842516,-4.738863563394995,28.840824814101715,-13.829216225127825,3.51,1.66,,,,97.6,2611,6.4,746095,553869,456781,630105,592518,593428,595777,701538,665487,54.1,,,,,,,,43,3,4-Seam Fastball,3,3,3,3,3,3,3,3,Standard,Standard,190,-0.001,0.059,,,,-0.059,,0,0,0.5371079487827629,0.5371079487827629,28,31,29,32,3,2,7,1,10,1,1.14,0.26,0.26,54.6,,,,,
SL,2024-09-25,88.8,-0.99,5.93,"Cease, Dylan",606192,656302,,ball,,,,,14,Ball,R,R,R,LAD,SD,B,,,0,1,2024,-0.06,0.07,1.33,1.1,,,,1,5,Bot,,,,,,,5.808084139645862,-129.17456253958952,-5.953004562733708,-1.833766576686466,24.68753524175256,-30.46301400870952,3.41,1.63,,,,89.1,2710,6.3,746095,553869,456781,630105,592518,593428,595777,701538,665487,54.2,,,,,,,,43,2,Slider,3,3,3,3,3,3,3,3,Standard,Standard,83,-0.001,0.024,,,,-0.024,,0,0,0.5371079487827629,0.5371079487827629,28,31,29,32,3,2,7,1,10,1,2.81,0.06,0.06,50.9,,,,,
FF,2024-09-25,97.7,-0.83,6.14,"Cease, Dylan",606192,656302,,swinging_strike,,,,,8,Swinging Strike,R,R,R,LAD,SD,S,,,0,0,2024,-0.43,1.47,-0.09,2.19,,,,1,5,Bot,,,,,,,2.98487954680102,-142.09548173626064,-8.55335878982292,-6.437183419541781,31.605045173579555,-10.463386473726535,3.51,1.64,,,,97.9,2539,6.4,746095,553869,456781,630105,592518,593428,595777,701538,665487,54.12,,,,,,,,43,1,4-Seam Fastball,3,3,3,3,3,3,3,3,Standard,Standard,192,-0.001,-0.037,72.3,7.5,,0.037,,0,0,0.5371079487827629,0.5371079487827629,28,31,29,32,3,2,7,1,10,1,0.91,0.43,0.43,55.3,-6.711636471409856,22.18221663792026,39.57270648208072,37.28548207950272,16.168102576463813
