pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
SI,2024-09-29,91.6,1.23,6.04,"Falter, Bailey",542932,663559,force_out,hit_into_play,,,,,2,"Jon Berti grounds into a force out, shortstop Liover Peguero to second baseman Nick Gonzales. Jasson Domínguez out at 2nd.",R,R,L,NYY,PIT,X,6,ground_ball,2,1,2024,0.7,1.69,0.2,3.38,,,691176,2,3,Bot,110.65,154.46,,,,,-4.214253038620985,-133.31215457267382,-4.536598059152093,9.303612461002334,30.814687816404405,-11.2974655351559,3.44,1.62,12,96.2,-15,93.0,2137,7.3,745686,663698,695257,693304,669707,678894,641943,665833,694377,53.24,0.191,0.217,0.0,1,0,0,2,30,4,Sinker,4,3,4,3,3,4,4,3,Standard,Standard,170,-0.015,-0.307,72.2,7.7,0.211,0.307,96.2,1,1,0.6442087664927176,0.6442087664927176,27,34,27,34,2,1,5,1,,8,1.04,0.7,-0.7,62.6,5.201914187323223,0.6270721939679187,15.784202982263418,38.29014941884078,29.06340678278358
FF,2024-09-29,92.1,1.22,5.91,"Falter, Bailey",542932,663559,,called_strike,,,,,9,Called Strike,R,R,L,NYY,PIT,S,,,2,0,2024,0.32,1.59,0.38,1.61,,,691176,2,3,Bot,,,,,,,-2.886756014941537,-133.8563937853434,-8.644762613916484,4.555706955327073,31.379887477521084,-11.358938100009658,3.51,1.59,,,,93.5,2052,7.4,745686,663698,695257,693304,669707,678894,641943,665833,694377,53.09,,,,,,,,30,3,4-Seam Fastball,4,3,4,3,3,4,4,3,Standard,Standard,167,0.006,-0.048,,,,0.048,,1,1,0.6442087664927176,0.6442087664927176,27,34,27,34,2,1,5,1,,8,1.12,0.32,-0.32,57.2,,,,,
SL,2024-09-29,84.5,1.31,5.91,"Falter, Bailey",542932,663559,,ball,,,,,13,Ball,R,R,L,NYY,PIT,B,,,1,0,2024,0.11,0.86,-0.22,0.96,,,691176,2,3,Bot,,,,,,,-3.8418746527360743,-122.88988270080073,-6.9923617969582015,1.8404716609328395,23.375407922294343,-22.276835900750328,3.62,1.66,,,,86.0,1887,7.2,745686,663698,695257,693304,669707,678894,641943,665833,694377,53.33,,,,,,,,30,2,Slider,4,3,4,3,3,4,4,3,Standard,Standard,186,0.006,0.05,,,,-0.05,,1,1,0.6442087664927176,0.6442087664927176,27,34,27,34,2,1,5,1,,8,2.32,0.11,-0.11,59.1,,,,,
FF,2024-09-29,91.6,1.14,5.98,"Falter, Bailey",542932,663559,,ball,,,,,11,Ball,R,R,L,NYY,PIT,B,,,0,0,2024,0.31,1.62,-1.66,3.4,,,691176,2,3,Bot,,,,,,,-7.877835928035438,-132.98467590840738,-4.114007417254662,5.554296194043128,32.33708915907295,-12.394843137359818,3.61,1.73,,,,92.4,2070,7.2,745686,663698,695257,693304,669707,678894,641943,665833,694377,53.29,,,,,,,,30,1,4-Seam Fastball,4,3,4,3,3,4,4,3,Standard,Standard,167,0.006,0.034,,,,-0.034,,1,1,0.6442087664927176,0.6442087664927176,27,34,27,34,2,1,5,1,,8,1.14,0.31,-0.31,59.6,,,,,
SL,2024-09-29,87.0,1.09,6.02,"Falter, Bailey",691176,663559,field_error,hit_into_play,,,,,8,Jasson Domínguez reaches on a throwing error by shortstop Liover Peguero.,R,R,L,NYY,PIT,X,6,ground_ball,3,2,2024,-0.32,0.85,0.19,1.82,,,,2,3,Bot,106.08,150.39,,,,,-1.51341801517674,-126.58405942107856,-5.644870004740409,-3.079102118622116,28.082931458799965,-22.083224516029595,3.41,1.61,6,102.6,-17,87.8,1935,7.0,745686,663698,695257,693304,669707,678894,641943,665833,694377,53.49,0.186,0.196,0.9,1,0,0,2,29,6,Slider,4,3,4,3,3,4,4,3,Standard,Standard,186,0.017,0.312,74.8,7.8,0.186,-0.312,102.6,1,1,0.6330757658931386,0.6330757658931386,27,21,27,21,2,1,5,1,,,2.18,-0.32,0.32,56.4,6.430765869873906,-0.6986756313083552,35.97649063125348,34.9206526636621,29.710869009948112
FF,2024-09-29,91.8,0.95,6.01,"Falter, Bailey",691176,663559,,ball,,,,,11,Ball,R,R,L,NYY,PIT,B,,,2,2,2024,0.35,1.74,-1.34,3.32,,,,2,3,Bot,,,,,,,-6.695014898029779,-133.41980669222158,-4.720785963092537,5.736900244191901,32.13446147444037,-10.663256290444012,3.57,1.76,,,,93.0,2069,7.4,745686,663698,695257,693304,669707,678894,641943,665833,694377,53.13,,,,,,,,29,5,4-Seam Fastball,4,3,4,3,3,4,4,3,Standard,Standard,169,0.005,0.106,,,,-0.106,,1,1,0.6330757658931386,0.6330757658931386,27,21,27,21,2,1,5,1,,,1.0,0.35,-0.35,58.4,,,,,
FF,2024-09-29,93.3,1.03,6.02,"Falter, Bailey",691176,663559,,swinging_strike,,,,,11,Swinging Strike,R,R,L,NYY,PIT,S,,,2,1,2024,0.29,1.8,-0.53,3.98,,,,2,3,Bot,,,,,,,-4.741276335271703,-135.75306959370744,-3.439645259311284,4.788198763986746,33.93118583292875,-9.482564997168495,3.41,1.61,,,,94.5,2134,7.3,745686,663698,695257,693304,669707,678894,641943,665833,694377,53.19,,,,,,,,29,4,4-Seam Fastball,4,3,4,3,3,4,4,3,Standard,Standard,164,0.005,-0.084,77.6,7.6,,0.084,,1,1,0.6330757658931386,0.6330757658931386,27,21,27,21,2,1,5,1,,,0.85,0.29,-0.29,54.6,22.406768145161283,-2.7069047831913307,15.7403574388477,26.15034678210161,25.122102824176828
FF,2024-09-29,91.7,0.95,6.08,"Falter, Bailey",691176,663559,,ball,,,,,13,Ball,R,R,L,NYY,PIT,B,,,1,1,2024,0.3,1.74,-1.03,2.31,,,,2,3,Bot,,,,,,,-5.738237948393639,-133.2294829617786,-7.46307245839434,4.927385336960456,31.569609172516348,-10.095401118737524,3.58,1.78,,,,92.6,2142,7.2,745686,663698,695257,693304,669707,678894,641943,665833,694377,53.33,,,,,,,,29,3,4-Seam Fastball,4,3,4,3,3,4,4,3,Standard,Standard,168,0.005,0.058,,,,-0.058,,1,1,0.6330757658931386,0.6330757658931386,27,21,27,21,2,1,5,1,,,1.01,0.3,-0.3,59.5,,,,,
FF,2024-09-29,90.4,1.06,6.11,"Falter, Bailey",691176,663559,,ball,,,,,12,Ball,R,R,L,NYY,PIT,B,,,0,1,2024,0.41,1.52,0.19,3.86,,,,2,3,Bot,,,,,,,-3.0916491927268974,-131.61040509737293,-2.87070297126093,5.502746350934929,31.16510595042898,-14.259976392421038,3.57,1.8,,,,91.4,1941,7.1,745686,663698,695257,693304,669707,678894,641943,665833,694377,53.37,,,,,,,,29,2,4-Seam Fastball,4,3,4,3,3,4,4,3,Standard,Standard,171,0.005,0.029,,,,-0.029,,1,1,0.6330757658931386,0.6330757658931386,27,21,27,21,2,1,5,1,,,1.3,0.41,-0.41,58.7,,,,,
SL,2024-09-29,86.3,1.12,6.02,"Falter, Bailey",691176,663559,,foul,,,,,4,Foul,R,R,L,NYY,PIT,S,,,0,0,2024,-0.21,0.69,-0.76,2.64,,,,2,3,Bot,,,,,,,-4.097864704779398,-125.65950873824283,-3.2745927772425394,-1.4141505110801007,25.95699941782393,-24.373161227268643,3.41,1.61,335,99.1,25,87.6,1902,7.1,745686,663698,695257,693304,669707,678894,641943,665833,694377,53.36,,,,,,,,29,1,Slider,4,3,4,3,3,4,4,3,Standard,Standard,187,0.005,-0.041,86.1,9.0,,0.041,99.1,1,1,0.6330757658931386,0.6330757658931386,27,21,27,21,2,1,5,1,,,2.37,-0.21,0.21,63.4,25.66116434042261,-34.339334361930725,23.582453298118555,23.78710740272821,44.1345787491988
